Years,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366
1950,14.300812005996704,18.480053901672363,20.398464679718018,22.104717254638672,22.66647243499756,21.74018383026123,16.809956073760986,13.731033444404602,15.781028270721436,19.216222763061523,17.95815420150757,16.252524852752686,17.224534511566162,18.370280742645264,21.325780868530273,20.84822177886963,13.485899150371552,15.19294548034668,19.099003791809082,16.1051504611969,11.44602108001709,17.437044143676758,20.3367657661438,21.732964515686035,24.265331268310547,24.27302837371826,21.922961235046387,16.144359827041626,17.541921138763428,22.558643341064453,23.24625301361084,23.055712699890137,22.40985679626465,19.093692302703857,16.055450201034546,17.202383995056152,19.04534912109375,20.643272876739502,17.591273307800293,14.253471501171589,14.90024921298027,17.788645029067993,16.946102619171143,18.19120454788208,20.984683990478516,16.28744864463806,10.878810405731201,11.466952562332153,15.494055282324553,15.018372118473053,15.046572625637054,18.167211532592773,17.086507320404053,14.557411551475525,15.957823425531387,20.61604881286621,17.88193655014038,14.470654010772705,17.895051896572113,17.23504039645195,9.900164604187012,7.467620849609375,6.536867141723633,10.849182605743408,12.305317878723145,14.907424449920654,13.95691442489624,11.125216007232666,14.957234859466553,19.60455870628357,22.333740949630737,20.858237862586975,14.73874568939209,15.877574443817139,16.05661177635193,16.630268812179565,20.416062831878662,19.170313239097595,15.98246145248413,15.173651695251465,15.847429275512695,17.15343141555786,22.927333116531372,24.796719551086426,25.57436180114746,26.161396980285645,23.893258333206177,19.831603288650513,13.447260856628418,14.477564334869385,14.422822952270508,22.042970791459084,26.045274257659912,23.95027267932892,17.641714572906494,12.097027778625488,15.324220180511475,21.200849890708923,24.78664755821228,25.675600290298462,23.703435003757477,20.689044713974,16.865031719207764,14.04366683959961,15.071785926818848,19.643744468688965,22.426021695137024,21.663289785385132,24.173982828855515,21.63181161880493,19.07889986038208,23.512759923934937,27.59196662902832,28.282849311828613,25.15436089038849,25.64423042535782,27.714213848114014,28.6674587726593,27.161555409431458,26.900428295135498,27.417513012886047,27.11583423614502,28.857179403305054,30.172505855560303,31.150429725646973,30.857441902160645,30.215211629867554,29.64801859855652,27.14197078347206,28.793262720108032,30.44777512550354,29.027135491371155,28.303850889205933,26.070488810539246,26.21310830116272,28.592113494873047,29.415254831314087,30.425830602645874,28.75886857509613,26.05837070941925,21.915717601776123,22.65107822418213,27.05959725379944,30.293141841888428,31.659027338027954,32.190287828445435,31.32235026359558,30.834684252738953,30.2011901140213,29.27334563434124,27.170384168624878,29.02781429886818,29.618440628051758,27.843840956687927,26.323147773742676,25.57771873474121,27.026434898376465,26.590978145599365,26.867839813232422,27.441624879837036,28.370402097702026,29.811948239803314,29.537621915340424,29.89462912082672,31.591546654701233,32.36612570285797,33.136014223098755,34.043684244155884,34.596850872039795,33.606863021850586,31.383773505687714,30.35040044784546,31.693409740924835,33.359020590782166,34.13371133804321,34.6033878326416,35.56098222732544,35.664260149002075,34.13161087036133,32.94819986820221,31.01350837945938,31.75050278007984,33.19348430633545,32.30949196219444,32.3311485350132,31.46921741962433,30.39633047580719,28.56380844116211,27.68375825881958,27.982971668243408,28.586928844451904,28.487212657928467,27.765679836273193,28.06241750717163,28.27625560760498,29.163140296936035,29.766924619674683,30.600614547729492,31.795901477336884,32.96614497900009,32.52366489171982,32.065617740154266,30.89549708366394,30.953133463859558,31.13042640686035,31.478406310081482,30.756977558135986,29.363884210586548,28.76472234725952,30.05116868019104,29.631295442581177,30.192551136016846,31.73351299762726,32.07125931978226,30.33051586151123,29.168763160705566,28.670403242111206,29.316463708877563,30.299563884735107,30.61791503429413,30.061096906661987,30.85701084136963,31.645317792892456,32.27782170474529,32.03294280171394,29.5820152759552,30.872682571411133,30.93105584383011,30.906685769557953,30.430707097053528,30.726850867271423,30.11419117450714,30.123113751411438,30.465755462646484,31.229313731193542,31.9642636179924,31.069878488779068,28.636627435684204,30.045123994350433,30.678809493780136,30.910254925489426,29.42381203174591,27.115277528762817,28.78317141532898,30.61360129714012,31.5880206823349,31.061305463314056,27.263575553894043,22.336166381835938,19.656085968017578,22.349616527557373,25.61284828186035,27.665733575820923,28.94129267334938,29.36850004643202,29.65210384130478,29.824857652187347,28.404853463172913,27.931393265724182,26.676132559776306,28.303258523344994,29.220187604427338,30.20627522468567,29.536612510681152,28.514752686023712,26.984915912151337,26.453301072120667,24.420403242111206,24.644014835357666,23.499489545822144,20.95278263092041,21.45561456680298,23.60858726501465,24.06393074989319,25.864327996969223,26.672615885734558,26.234376937150955,22.17170000076294,21.414308071136475,24.89403462409973,24.94252574443817,22.11117172241211,24.09770894050598,25.828869581222534,25.588236689567566,24.86643049120903,26.511440753936768,28.82803773880005,26.260004997253418,23.45185285806656,23.011286556720734,21.672653555870056,24.03630095720291,23.263573676347733,21.770342469215393,24.26501429080963,24.973793745040894,24.71824812889099,24.33839702606201,23.7327481508255,24.358912706375122,26.196192741394043,27.827550888061523,28.44046640396118,28.183918476104736,26.903825283050537,23.4597270488739,17.938753128051758,11.741154670715332,18.6437429189682,21.517531275749207,22.336162567138672,23.779869556427002,19.234284698963165,10.437748908996582,12.2521653175354,15.340702533721924,16.648505926132202,19.96906304359436,21.379188537597656,18.174061089754105,15.840407609939575,18.865365862846375,21.24256467819214,13.383710384368896,13.322351932525635,18.803884148597717,13.51375150680542,-0.6113529205322266,5.637106895446777,7.623929023742676,6.73507022857666,8.82594108581543,12.559214353561401,19.048173427581787,20.480548858642578,18.388209104537964,12.479088306427002,11.057420253753662,11.252644062042236,10.899374961853027,5.720976829528809,6.554105758666992,4.43470573425293,2.6980152130126953,5.959538459777832,6.9953293800354,6.121108055114746,7.728385925292969,10.230087518692017,10.19022822380066,6.085548400878906,4.968640327453613,7.866943359375,7.180503845214844,11.96387243270874,16.46717095375061,16.839709520339966,16.598397731781006,17.773942470550537,13.22571411728859,4.354747772216797,4.208954811096191,6.201146602630615,10.697699546813965,
1951,11.950798869132996,14.41725492477417,18.49189329147339,17.36802577972412,16.840768337249756,17.712910652160645,14.262786626815796,4.661815643310547,8.600189685821533,11.16686487197876,12.880699664354324,12.261070013046265,13.086629450321198,16.755059719085693,15.645176410675049,11.376885771751404,15.034904956817627,16.698527336120605,19.882577896118164,20.89447784423828,17.18827772140503,10.016652345657349,8.612354755401611,11.613706350326538,8.259575843811035,8.014018535614014,15.685404539108276,18.480763912200928,18.004873752593994,13.042529463768005,11.819401264190674,14.303901135921478,-0.04002666473388672,4.507870674133301,8.620021343231201,13.129165053367615,13.637994974851608,12.30580449104309,5.490394592285156,5.172767639160156,4.971462249755859,9.864995956420898,19.05575132369995,21.6108078956604,23.13032627105713,21.533952236175537,16.566677451133728,16.995434165000916,22.818002223968506,22.5065016746521,22.235812664031982,19.431251049041748,18.01587152481079,18.79334259033203,20.314162969589233,22.562151432037354,24.34709358215332,22.73233127593994,23.660819053649902,24.71753454208374,26.206222534179688,25.341227054595947,22.059062480926514,18.13630548119545,16.96588122844696,22.391292095184326,26.063690662384033,23.88029193878174,19.953674793243408,13.71177339553833,10.568824768066406,6.5873260498046875,4.256000518798828,8.671356201171875,14.137706756591797,21.718300104141235,19.445070922374725,15.225220680236816,11.963406562805176,15.635482788085938,17.631741046905518,23.107670783996582,21.42638909816742,17.677828073501587,18.591601371765137,18.31472897529602,18.72521734237671,21.053789019584656,18.113470554351807,19.989185214042664,22.522906005382538,21.821490608155727,14.657097816467285,17.560638427734375,21.948313355445862,20.09207010269165,16.227797031402588,19.331629276275635,19.442683696746826,19.88920569419861,23.236111897975206,19.47165870666504,16.105366230010986,20.884685516357422,24.737223863601685,21.534098386764526,17.622373580932617,21.033225059509277,20.223674297332764,24.926837027072906,24.79470756649971,24.13743704557419,24.6908597946167,25.325622260570526,26.475147247314453,28.503881216049194,29.06030249595642,28.37551212310791,28.244766235351562,29.868693351745605,30.428471088409424,30.9498028755188,30.60908269882202,28.203349590301514,24.879414558410645,23.877568006515503,22.202528953552246,23.631422996520996,26.622195661067963,29.00312376022339,26.698211029171944,24.240932941436768,25.887139439582825,28.02939873933792,28.523000240325928,30.848470449447632,30.968422174453735,31.37306261062622,31.27970051765442,31.044302463531494,31.27564573287964,32.0207724571228,28.264591731131077,24.97180199623108,26.618186831474304,25.322582960128784,26.036128044128418,26.516804456710815,28.65746620297432,31.3416588306427,33.2905216217041,33.58242464065552,33.18397068977356,34.55036783218384,33.321722984313965,30.988149762153625,31.133641362190247,31.462513327598572,30.00330240279436,31.36709725856781,30.87010794878006,30.782553881406784,31.011899888515472,29.924006819725037,30.318772345781326,28.605266332626343,28.305903911590576,27.042091131210327,29.392048001289368,29.188897490501404,29.481806874275208,31.803273856639862,33.79543852806091,35.11251950263977,35.40017127990723,34.026883602142334,33.43054699897766,33.65565538406372,33.5195871591568,30.830552875995636,29.507467031478882,30.13521385192871,28.903971910476685,30.177863836288452,31.508523106575012,31.810263484716415,29.61923384666443,29.484541654586792,29.864463090896606,30.78586196899414,31.68235194683075,33.169490337371826,34.364280223846436,34.74050736427307,35.40657901763916,35.032017946243286,34.751588344573975,34.53629446029663,34.53885507583618,33.29963409900665,34.25969183444977,34.54546093940735,34.434669852256775,34.19212305545807,34.23531222343445,33.79122030735016,32.70933069847524,32.35074886679649,29.724411010742188,29.558867931365967,29.68623948097229,31.237664222717285,32.76759038865566,34.52965426445007,34.67237186431885,33.792728543281555,31.933185398578644,32.122298926115036,34.48111176490784,32.56215061247349,34.26567625999451,32.66116523742676,34.32906627655029,34.30944466590881,34.77525782585144,33.70074641704559,32.85960137844086,34.02063727378845,33.26591515541077,33.12458348274231,33.266353487968445,33.907148599624634,35.4016797542572,34.875954151153564,32.694464445114136,31.04341560602188,31.39191360771656,32.056081652641296,32.735496401786804,33.65293836593628,34.50426387786865,33.88806200027466,34.59179139137268,35.26549291610718,33.21393299102783,34.64458894729614,34.90394878387451,34.34304237365723,33.23448324203491,32.32151675224304,30.358019828796387,30.434062778949738,30.925779342651367,30.175726234912872,31.407081127166748,29.50130471587181,25.833388090133667,26.25361132621765,26.1038019657135,24.097259521484375,24.904013872146606,27.482341170310974,27.0765517950058,26.961426258087158,27.901452449150383,28.230842232704163,29.863264083862305,28.493412494659424,28.03914189338684,27.668912410736084,27.48440530896187,24.442562103271484,25.593007802963257,27.046325147151947,28.30017077922821,29.895161390304565,31.249058723449707,31.900326251983643,33.08317804336548,30.322186946868896,22.58390164375305,20.240227222442627,19.828818321228027,20.920148611068726,21.994881629943848,22.226510524749756,23.89894562959671,24.981933176517487,25.769933104515076,26.296683311462402,26.444823026657104,26.44178819656372,24.72803032398224,21.238686680793762,21.804372191429138,23.419898509979248,23.609216809272766,23.963129997253418,23.440443992614746,23.865060210227966,23.675055861473083,21.712312877178192,21.529859367758036,24.788552045822144,22.289382576942444,14.100190162658691,9.116225242614746,12.4495267868042,16.62288188934326,15.286666870117188,11.188084602355957,9.721993446350098,15.220315933227539,17.550943613052368,20.366665720939636,18.43526816368103,21.45163655281067,21.480255842208862,20.88386845588684,21.060110092163086,10.858741283416748,6.028779029846191,7.336528778076172,8.58359146118164,12.243346691131592,17.74057537317276,19.269123315811157,20.626150369644165,21.208857536315918,19.98602271080017,14.368515968322754,9.79785442352295,14.321728229522705,15.124040126800537,15.9854726344347,19.161216259002686,20.73985719680786,21.595472812652588,19.790475368499756,20.595510959625244,23.622076988220215,22.530843257904053,21.12075185775757,13.990881383419037,10.289693355560303,12.39571213722229,13.295641481876373,14.82127958536148,15.69116461277008,2.262911796569824,6.545063018798828,10.382156133651733,8.786229133605957,9.337974071502686,16.680405139923096,10.440094232559204,12.715684622526169,15.405437231063843,15.578175783157349,15.176201105117798,10.194295167922974,9.666997909545898,13.060160785913467,19.59760046005249,21.85239315032959,
1952,24.250309944152832,23.279861450195312,21.14686107635498,17.346755504608154,15.545367240905762,10.417654752731323,10.994330525398254,13.218555629253387,18.732151985168457,17.607090950012207,10.832405686378479,13.760815024375916,17.015432834625244,20.18289613723755,19.87524127960205,22.415315628051758,21.498621940612793,21.084080696105957,18.071905612945557,19.499178886413574,16.253413200378418,16.2724027633667,13.356224179267883,12.055539965629578,13.5429328083992,19.816829204559326,20.67119598388672,17.210392475128174,7.996242046356201,5.847937107086182,12.717494070529938,16.139970064163208,15.614698648452759,16.6292986869812,16.789102792739868,13.212663292884827,13.292036533355713,11.819056272506714,16.32928991317749,17.9284725189209,20.805813789367676,20.14384174346924,18.657504558563232,19.650693893432617,22.585227489471436,19.12871503829956,9.26866102218628,8.933382987976074,14.7030770778656,18.914957284927368,16.575310945510864,15.070123970508575,12.663370132446289,10.127702236175537,9.562818050384521,11.760552406311035,10.220096588134766,13.451894521713257,17.908109962940216,21.75958824157715,18.946338772773743,13.115435600280762,15.529202461242676,17.595495469868183,14.31702470779419,16.439374566078186,16.10273575782776,16.871394872665405,19.320435225963593,17.943904161453247,17.797168970108032,19.94692814350128,22.131955862045288,19.52697291970253,15.325366973876953,11.967887878417969,17.114976167678833,16.548288822174072,21.87595570087433,25.580750465393066,24.09898328781128,23.539403200149536,21.16622358560562,11.22680950164795,15.516435623168945,19.037378311157227,20.96505106985569,18.359808444976807,19.81647026538849,22.877224445343018,20.167922019958496,23.290348768234253,22.34192803502083,21.574561595916748,20.11108899116516,16.22396230697632,13.186210632324219,17.786182403564453,24.047821044921875,25.924360513687134,25.601789951324463,26.676010370254517,26.027968406677246,24.239250361919403,19.506378173828125,10.845376014709473,16.65846538543701,22.267767786979675,25.822254419326782,27.50044345855713,27.83412194252014,28.652549743652344,29.13527536392212,27.907813549041748,24.75104209780693,24.725781738758087,21.079631805419922,19.835792541503906,25.212494045495987,27.02678394317627,28.01856827735901,30.354588985443115,30.77709197998047,30.91265630722046,30.78867769241333,32.17760944366455,33.23821687698364,33.08989238739014,32.086549282073975,31.02276849746704,29.07262086868286,23.221866130828857,21.061026573181152,22.06924533843994,25.192307472229004,29.077775359153748,29.53653395175934,29.222654938697815,28.584737539291382,27.313983976840973,25.53577160835266,26.128459692001343,29.719370365142822,30.062228560447693,28.824370682239532,26.0384042263031,27.557036757469177,28.57182765007019,28.806318044662476,25.311273097991943,24.854272842407227,27.10100269317627,29.87362778186798,30.731725811958313,31.510231614112854,32.5701961517334,33.02811574935913,32.56130862236023,33.79347038269043,34.55626201629639,33.612966775894165,32.32645106315613,33.59984350204468,33.73404240608215,33.452263832092285,34.357643127441406,35.104032039642334,34.11308240890503,33.90994834899902,34.95355463027954,35.19780731201172,34.278411626815796,32.634183287620544,33.25505876541138,34.76915121078491,35.57432222366333,36.05778503417969,36.64841365814209,37.90241241455078,37.86816072463989,34.73752570152283,35.71114683151245,32.53215777873993,30.345873475074768,31.499959349632263,32.75844991207123,32.51880604028702,32.76118701696396,32.41899545490742,32.98001116514206,30.969392895698547,30.00428867340088,32.170173704624176,33.512566328048706,33.94255018234253,34.26882863044739,34.45567977428436,34.453585147857666,34.37420094013214,34.84718084335327,35.721638917922974,36.40432000160217,37.21987867355347,36.60824131965637,38.22686052322388,38.902111530303955,37.52193737030029,35.7354462146759,36.38535499572754,38.14411926269531,38.79260587692261,36.919097900390625,34.13671350479126,31.124419450759888,31.406530737876892,33.62139284610748,34.05892360210419,33.1359498500824,30.765614867210388,28.078609466552734,29.86603569984436,29.767369985580444,30.466758131980896,32.60126858949661,32.73868203163147,33.49149477481842,33.34056508541107,33.049264311790466,33.99412441253662,35.47446656227112,35.81212759017944,33.8269362449646,33.33519530296326,33.44261908531189,32.96175146102905,30.511850833892822,26.17271900177002,28.154118299484253,28.596917629241943,28.61915373802185,29.67483377456665,26.884838342666626,29.380069494247437,30.41319926083088,31.967122435569763,29.14595627784729,25.96933364868164,26.24063229560852,25.895943641662598,27.12187886238098,29.97535715997219,29.00765746831894,26.84829568862915,28.168256402015686,26.212137460708618,28.497662723064423,28.768599718809128,30.0071839094162,27.13853907585144,28.551369056105614,29.4481480717659,28.58991415798664,28.302652581594884,27.972434997558594,25.61804986000061,25.662573099136353,24.80524730682373,25.017882585525513,24.512143850326538,26.05507516860962,27.981486797332764,27.039938878268003,27.623145520687103,29.208166122436523,30.325586318969727,30.023885250091553,24.898029446601868,24.518282890319824,26.73550260066986,26.847776651382446,23.728707790374756,19.10029888153076,14.730031967163086,14.758306503295898,18.52811574935913,21.595574617385864,24.01774775981903,26.05713152885437,26.05882978439331,25.119869828224182,25.28831386566162,25.447022318840027,24.53495728969574,20.553963899612427,15.810799598693848,18.03349542617798,21.649601697921753,24.277201294898987,25.18404269218445,23.55008828639984,24.53383445739746,20.033738493919373,12.990857124328613,16.88817596435547,20.865459769964218,23.8443660736084,25.78623104095459,25.915300846099854,21.38122683763504,21.244480848312378,20.586541384458542,17.98123836517334,18.488919615745544,20.999179124832153,18.896235525608063,16.148087739944458,16.49303698539734,18.754909470677376,18.110161006450653,21.397585153579712,23.50708770751953,23.665772914886475,22.07284116744995,19.31553542613983,14.890687227249146,10.306751728057861,13.963367700576782,18.34110951423645,19.127536296844482,18.607182502746582,17.605118215084076,10.811062812805176,9.68693208694458,10.043973445892334,10.090758323669434,9.889063835144043,8.198920726776123,7.881039142608643,9.513107299804688,12.201000452041626,17.468586206436157,18.217377424240112,17.797916650772095,21.00751829147339,18.70831823348999,13.135271072387695,13.033864736557007,9.654228687286377,6.073921203613281,4.0127058029174805,10.174017667770386,14.183086067438126,16.83715295791626,17.364193439483643,13.799090564250946,11.721186637878418,11.16307258605957,10.176432132720947,11.073576211929321,12.16013514995575,11.759809851646423,9.843677759170532,10.015020370483398,10.912543416023254,9.223000764846802,10.667011976242065
1953,13.26451951265335,11.47917628288269,8.40532398223877,6.4298481941223145,10.353322982788086,16.29781222343445,18.10691785812378,17.952170848846436,16.323471546173096,10.808826804161072,8.432913780212402,11.20737886428833,14.921735525131226,16.255759716033936,19.202863216400146,21.374704360961914,21.127897262573242,18.196967601776123,17.311776161193848,18.084511756896973,16.41959547996521,16.939384937286377,16.55524444580078,14.712231516838074,9.574258804321289,17.034210205078125,18.155166625976562,16.868940114974976,14.115131855010986,15.626190423965454,15.757965326309204,18.108778953552246,15.961297988891602,16.835928201675415,15.863934755325317,15.684961557388306,14.291366904973984,13.581409871578217,14.206831618270371,16.800884008407593,18.910877227783203,18.141200304031372,17.037392377853394,12.363371133804321,11.115280866622925,10.062955379486084,14.771745651960373,12.915433168411255,11.956108808517456,13.424712181091309,18.101953506469727,18.669299364089966,9.869495868682861,11.158424377441406,9.495125770568848,12.692543506622314,15.445462703704834,19.102942943572998,19.193607568740845,18.23142981529236,19.200693249702454,13.865676164627075,21.565364837646484,17.911349833011627,20.204150676727295,21.604344129562378,18.961670637130737,15.298505544662476,14.965631484985352,15.370124578475952,15.98099946975708,22.89241909980774,25.78241539001465,24.84314250946045,22.17158079147339,21.705000400543213,22.615254163742065,22.851653575897217,23.04361128807068,19.324093282222748,18.381521821022034,20.466452808119357,22.374387741088867,16.219472885131836,14.020569801330566,15.506118774414062,17.144845485687256,19.0952889919281,23.84986424446106,25.04647469520569,25.64082932472229,22.249847948551178,22.530212193727493,23.3403103351593,23.24375855922699,19.840391159057617,21.32431197166443,26.23258066177368,28.349307537078857,26.408289432525635,26.663456201553345,24.427863359451294,19.371090412139893,18.64589023590088,18.710886478424072,17.23707675933838,21.786221981048584,21.15536379814148,17.802940368652344,13.925726890563965,17.608008861541748,23.222761750221252,26.184551000595093,28.519221782684326,25.462561547756195,22.15381932258606,19.72303009033203,25.03883132338524,28.261454820632935,26.273470878601074,29.059635162353516,28.72585892677307,26.707434594631195,26.574759542942047,25.343021750450134,21.048418045043945,22.58749008178711,23.736441612243652,25.321747541427612,28.23976171016693,29.378787517547607,29.733269214630127,29.288442373275757,28.83250892162323,28.805810809135437,29.004940032958984,28.2087185382843,27.71598933264613,25.853652000427246,26.214813828468323,29.775951266288757,31.52860140800476,32.2532696723938,33.35761547088623,34.08762168884277,33.44218826293945,33.41184425354004,31.65577507019043,31.93878149986267,33.12512445449829,34.38813924789429,35.00508689880371,31.021926283836365,29.95765221118927,30.841320991516113,30.06722566485405,30.92993724346161,30.55348539352417,32.378300189971924,33.07116198539734,35.166873931884766,33.20444107055664,32.97630310058594,34.32250142097473,30.372677981853485,28.33397364616394,26.88669753074646,32.352399826049805,32.99856114387512,33.40702223777771,33.35999274253845,33.860586404800415,32.70625185966492,33.37443208694458,32.51652669906616,31.338059663772583,30.10358762741089,28.843778610229492,30.816717863082886,32.603334069252014,33.732478737831116,34.8275945186615,34.42660355567932,33.810463547706604,32.409119337797165,33.56927156448364,34.63106966018677,34.74916434288025,31.612877249717712,32.15491299331188,30.017131328582764,28.945950031280518,28.271864414215088,28.810643911361694,29.358304023742676,28.50331211090088,29.63113284111023,30.437565326690674,30.098767042160034,30.896291971206665,31.473944425582886,29.057265043258667,26.827685832977295,30.65597915649414,31.70108687877655,32.15087628364563,31.114239811897278,29.906068563461304,31.25242531299591,32.85385251045227,33.865238070487976,34.4957549571991,34.673009157180786,34.45253622531891,34.9264178276062,34.826711654663086,34.92354893684387,34.779391050338745,34.27509963512421,34.36079180240631,30.452388525009155,30.311466574668884,31.99113328754902,32.59345826506615,33.600799798965454,34.732850551605225,35.263707399368286,33.81359589099884,31.303559601306915,31.29932063817978,30.24984848499298,27.369369506835938,28.79916214942932,26.85092544555664,27.6430721282959,30.220107197761536,31.249800799414515,31.351515620946884,31.36539116501808,31.527126133441925,31.774496376514435,32.602535128593445,34.03602433204651,32.63268041610718,32.317294120788574,32.98368573188782,32.817286014556885,28.832301020622253,26.310916662216187,28.72357666492462,29.549661174416542,28.69083333015442,28.32330012321472,30.045510470867157,32.554951667785645,29.36686834692955,28.975414583459496,30.666001200675964,32.64251899719238,33.96288251876831,33.17797327041626,28.392921164631844,26.88956332206726,29.056406021118164,26.188063383102417,23.9402859210968,21.645649433135986,19.68002700805664,19.536651611328125,26.011328101158142,30.05906581878662,30.281948566436768,28.88166069984436,28.342554450035095,27.958593487739563,27.49334168434143,27.430421113967896,27.8033664226532,25.423059314489365,22.54554271697998,21.582796335220337,22.55320715904236,24.32126259803772,26.582009315490723,29.030367851257324,27.514740705490112,25.34086412191391,24.984085977077484,26.897890329360962,27.651832818984985,26.947530508041382,26.7298743724823,27.786704540252686,28.43296718597412,26.340612649917603,27.130133628845215,25.74671769142151,22.814478904008865,23.178155660629272,22.62377244234085,19.06307888031006,14.870749473571777,18.78596830368042,21.452038303017616,22.551441431045532,24.758677005767822,25.78449535369873,23.809005975723267,17.97635769844055,12.232638835906982,12.292579650878906,12.75461196899414,15.255842208862305,16.530047178268433,18.71706074476242,20.470807194709778,19.353533148765564,20.286044716835022,22.274405479431152,24.12343406677246,23.644150733947754,22.521949291229248,23.384233474731445,20.185309410095215,22.036366939544678,20.8696391582489,18.478931069374084,16.435459792613983,13.392993927001953,9.373955249786377,14.990870833396912,12.985559701919556,12.696529388427734,14.790055990219116,15.118383884429932,15.867714166641235,14.990727722644806,17.77862024307251,19.115476369857788,19.348154067993164,16.80336344242096,16.05768597126007,17.337048768997192,15.363233983516693,11.43618893623352,12.178964376449585,10.82453727722168,9.126432418823242,6.979678630828857,9.081681728363037,4.594257354736328,2.5818614959716797,8.586336612701416,8.809637069702148,14.555708885192871,14.629686951637268,12.135385990142822,8.670236110687256,7.983250617980957,11.888697981834412,12.375749707221985,10.17840838432312,13.061927050352097,14.37548303604126,12.789638541638851,
